Feature_ID,CAS,Mean_RT
000646-04-8_group1,000646-04-8,3.4715
000646-04-8_group2,000646-04-8,4.08465
000646-04-8_group3,000646-04-8,6.6806
000646-04-8_group4,000646-04-8,8.4824
000646-04-8_group5,000646-04-8,14.0108
000646-04-8_group6,000646-04-8,15.6595
000646-06-0_group1,000646-06-0,4.0696
000646-06-0_group2,000646-06-0,8.9153
000646-06-0_group3,000646-06-0,12.2892
000646-07-1_group1,000646-07-1,14.3686
000646-31-1_group1,000646-31-1,7.0544
000646-31-1_group2,000646-31-1,8.2452
000646-31-1_group3,000646-31-1,11.5236
000646-31-1_group4,000646-31-1,19.8687
000646-31-1_group5,000646-31-1,23.3063
000646-31-1_group6,000646-31-1,30.3162
000646-31-1_group7,000646-31-1,32.9388
000646-31-1_group8,000646-31-1,41.3596
000652-29-9_group1,000652-29-9,19.9623
000652-37-9_group1,000652-37-9,41.0641
000652-67-5_group1,000652-67-5,20.4376
000652-67-5_group2,000652-67-5,35.8753
000652-67-5_group3,000652-67-5,36.554739999999995
000657-24-9_group1,000657-24-9,16.0269
000659-70-1_group1,000659-70-1,9.593
000660-88-8_group1,000660-88-8,0.9116
000660-88-8_group2,000660-88-8,3.9179000000000004
000661-19-8_group1,000661-19-8,7.1868
000661-36-9_group1,000661-36-9,4.5511
000672-89-9_group1,000672-89-9,5.0049
000673-32-5_group1,000673-32-5,11.7903
000673-84-7_group1,000673-84-7,10.2871
000673-84-7_group2,000673-84-7,10.5993
000673-84-7_group3,000673-84-7,11.2794
000674-26-0_group1,000674-26-0,12.6875
000674-76-0_group1,000674-76-0,11.741
000675-09-2_group1,000675-09-2,15.8249
000676-70-0_group1,000676-70-0,14.6337
000676-71-1_group1,000676-71-1,17.5906
000680-31-9_group1,000680-31-9,23.86645
000680-31-9_group2,000680-31-9,24.265900000000002
000683-45-4_group1,000683-45-4,20.0089
000684-84-4_group1,000684-84-4,5.5227
000685-91-6_group1,000685-91-6,11.7442
000685-91-6_group2,000685-91-6,12.4205
000685-91-6_group3,000685-91-6,14.6319
000686-33-9_group1,000686-33-9,19.7276
000686-33-9_group2,000686-33-9,22.6409
000687-48-9_group1,000687-48-9,22.4737
000687-51-4_group1,000687-51-4,24.5825
000689-67-8_group1,000689-67-8,14.9441
000689-97-4_group1,000689-97-4,8.4648
000690-92-6_group1,000690-92-6,8.7931
000691-37-2_group1,000691-37-2,4.0349
000691-37-2_group2,000691-37-2,4.7331
000691-38-3_group1,000691-38-3,7.7471499999999995
000692-24-0_group1,000692-24-0,4.018
000692-45-5_group1,000692-45-5,3.8664
000692-47-7_group1,000692-47-7,8.304633333333333
000693-16-3_group1,000693-16-3,0.8624
000693-16-3_group2,000693-16-3,3.8654200000000003
000693-38-9_group1,000693-38-9,17.9092
000693-38-9_group2,000693-38-9,28.2008
000693-38-9_group3,000693-38-9,31.7822
000693-62-9_group1,000693-62-9,6.8588
000693-62-9_group2,000693-62-9,8.2508
000693-67-4_group1,000693-67-4,12.7047
000693-71-0_group1,000693-71-0,20.9544
000693-71-0_group2,000693-71-0,41.7211
000693-89-0_group1,000693-89-0,2.0109
000693-97-0_group1,000693-97-0,12.7125
000694-47-3_group1,000694-47-3,4.9341
000694-59-7_group1,000694-59-7,8.3209
000694-59-7_group2,000694-59-7,14.8908
000694-74-6_group1,000694-74-6,16.9739
000694-87-1_group1,000694-87-1,9.447799999999999
000695-06-7_group1,000695-06-7,4.0518
000695-56-7_group1,000695-56-7,18.2924
000695-88-5_group1,000695-88-5,9.8563
000696-22-0_group1,000696-22-0,10.9851
000696-29-7_group1,000696-29-7,6.2573
000696-29-7_group2,000696-29-7,6.4768
000696-29-7_group3,000696-29-7,7.6772
000696-30-0_group1,000696-30-0,7.8356
000696-68-4_group1,000696-68-4,21.3631
000697-82-5_group1,000697-82-5,21.2388
000698-70-4_group1,000698-70-4,20.3789
000698-71-5_group1,000698-71-5,11.2119
000698-87-3_group1,000698-87-3,7.7234
000699-12-7_group1,000699-12-7,16.4055
000699-18-3_group1,000699-18-3,12.5766
000699-18-3_group2,000699-18-3,13.7526
000699-18-3_group3,000699-18-3,14.27776
000699-18-3_group4,000699-18-3,18.0942
000699-18-3_group5,000699-18-3,18.6532
000700-12-9_group1,000700-12-9,12.2018
000700-12-9_group2,000700-12-9,13.193766666666667
000700-12-9_group3,000700-12-9,15.714500000000001
000700-12-9_group4,000700-12-9,16.795099999999998
000700-12-9_group5,000700-12-9,17.24465
000700-13-0_group1,000700-13-0,26.9224
000701-64-4_group1,000701-64-4,16.610950000000003
000701-64-4_group2,000701-64-4,17.290166666666668
000701-64-4_group3,000701-64-4,17.6798
000701-64-4_group4,000701-64-4,17.9128
000701-64-4_group5,000701-64-4,18.136825
000701-64-4_group6,000701-64-4,18.682299999999998
000701-64-4_group7,000701-64-4,19.1835
000701-97-3_group1,000701-97-3,6.4322
000705-76-0_group1,000705-76-0,20.9562
000705-76-0_group2,000705-76-0,21.1939
000708-74-7_group1,000708-74-7,32.5253
000708-75-8_group1,000708-75-8,17.2974
000709-50-2_group1,000709-50-2,13.1495
000713-36-0_group1,000713-36-0,18.0324
000716-43-8_group1,000716-43-8,14.7051
000719-22-2_group1,000719-22-2,23.7102
000721-45-9_group1,000721-45-9,19.7077
000721-45-9_group2,000721-45-9,20.358033333333335
000721-45-9_group3,000721-45-9,20.67376666666667
000721-45-9_group4,000721-45-9,21.2316
000721-45-9_group5,000721-45-9,21.44125
000721-45-9_group6,000721-45-9,26.4638
000721-45-9_group7,000721-45-9,29.1105
000721-50-6_group1,000721-50-6,9.7523
000721-50-6_group2,000721-50-6,24.5304
000721-50-6_group3,000721-50-6,26.3364
000729-43-1_group1,000729-43-1,18.8257
000730-46-1_group1,000730-46-1,13.7679
000730-46-1_group2,000730-46-1,37.8518
000753-70-8_group1,000753-70-8,3.2765
000754-05-2_group1,000754-05-2,17.1444
000754-10-9_group1,000754-10-9,15.5608
000754-62-1_group1,000754-62-1,5.3669
000756-02-5_group1,000756-02-5,10.4061
000756-02-5_group2,000756-02-5,11.078
000756-79-6_group1,000756-79-6,12.621
000756-81-0_group1,000756-81-0,21.7008
000758-21-4_group1,000758-21-4,23.5038
000760-20-3_group1,000760-20-3,3.5731
000760-21-4_group1,000760-21-4,4.3018
000760-21-4_group2,000760-21-4,6.463900000000001
000760-21-4_group3,000760-21-4,8.1722
000760-21-4_group4,000760-21-4,9.82825
000760-21-4_group5,000760-21-4,10.1027
000760-79-2_group1,000760-79-2,3.7362
000760-79-2_group2,000760-79-2,11.5878
000760-79-2_group3,000760-79-2,21.8752
000760-79-2_group4,000760-79-2,24.2482
000761-65-9_group1,000761-65-9,14.373223076923077
000761-65-9_group2,000761-65-9,17.7514
000761-65-9_group3,000761-65-9,18.069377777777778
000761-65-9_group4,000761-65-9,18.46
000761-65-9_group5,000761-65-9,19.36137142857143
000763-29-1_group1,000763-29-1,3.78686875
000763-29-1_group2,000763-29-1,5.1963
000763-29-1_group3,000763-29-1,6.447
000763-29-1_group4,000763-29-1,6.6902
000763-30-4_group1,000763-30-4,2.0037
000763-32-6_group1,000763-32-6,2.9016
000763-32-6_group2,000763-32-6,3.6425
000764-33-0_group1,000764-33-0,3.2729
000764-33-0_group2,000764-33-0,6.5071
000764-35-2_group1,000764-35-2,4.7442
000764-35-2_group2,000764-35-2,12.31225
000764-35-2_group3,000764-35-2,14.8962
000764-41-0_group1,000764-41-0,15.7644
000764-42-1_group1,000764-42-1,11.96978
000764-42-1_group2,000764-42-1,15.0326
000764-48-7_group1,000764-48-7,3.0888833333333334
000764-48-7_group10,000764-48-7,28.8001
000764-48-7_group11,000764-48-7,29.0802
000764-48-7_group12,000764-48-7,31.6855
000764-48-7_group13,000764-48-7,32.4471
000764-48-7_group14,000764-48-7,34.2808
000764-48-7_group15,000764-48-7,34.7548
000764-48-7_group16,000764-48-7,36.1515
000764-48-7_group17,000764-48-7,36.6078
000764-48-7_group18,000764-48-7,37.3226
000764-48-7_group19,000764-48-7,38.06165
000764-48-7_group2,000764-48-7,3.9425
000764-48-7_group20,000764-48-7,38.733
000764-48-7_group21,000764-48-7,39.3378
000764-48-7_group22,000764-48-7,39.5989
000764-48-7_group3,000764-48-7,20.7015
000764-48-7_group4,000764-48-7,22.3699
000764-48-7_group5,000764-48-7,23.6912
000764-48-7_group6,000764-48-7,24.1201
000764-48-7_group7,000764-48-7,24.3418
000764-48-7_group8,000764-48-7,24.79988
000764-48-7_group9,000764-48-7,25.514311111111112
000764-56-7_group1,000764-56-7,5.5966
000764-60-3_group1,000764-60-3,10.0363
000764-97-6_group1,000764-97-6,6.37885
000764-97-6_group2,000764-97-6,6.8445
000765-05-9_group1,000765-05-9,10.538499999999999
000765-13-9_group1,000765-13-9,11.5825
000765-14-0_group1,000765-14-0,5.4307
000765-14-0_group2,000765-14-0,11.5663
000765-33-3_group1,000765-33-3,11.234
000765-38-8_group1,000765-38-8,3.8625
000765-43-5_group1,000765-43-5,6.354
000765-43-5_group2,000765-43-5,9.7612
000765-46-8_group1,000765-46-8,8.134633333333333
000765-69-5_group1,000765-69-5,5.5094
000765-70-8_group1,000765-70-8,5.00505
000765-70-8_group2,000765-70-8,5.8513
000765-70-8_group3,000765-70-8,6.313325
000765-70-8_group4,000765-70-8,6.7475
000765-83-3_group1,000765-83-3,11.1067
000765-87-7_group1,000765-87-7,4.3151
000765-87-7_group2,000765-87-7,4.7435
000765-87-7_group3,000765-87-7,4.9728
000765-87-7_group4,000765-87-7,5.3576999999999995
000765-87-7_group5,000765-87-7,5.8542
000766-15-4_group1,000766-15-4,11.0216
000766-40-5_group1,000766-40-5,16.1337
000766-53-0_group1,000766-53-0,12.7565
000766-82-5_group1,000766-82-5,11.707699999999999
000766-90-5_group1,000766-90-5,10.3114
000766-94-9_group1,000766-94-9,16.7179
000766-97-2_group1,000766-97-2,11.7852
000767-91-9_group1,000767-91-9,14.3153
000767-91-9_group2,000767-91-9,16.7414
000767-91-9_group3,000767-91-9,18.0357
000767-91-9_group4,000767-91-9,20.3644
000767-99-7_group1,000767-99-7,14.648
000768-00-3_group1,000768-00-3,11.5899
000768-00-3_group2,000768-00-3,11.9163
000768-00-3_group3,000768-00-3,14.714
000768-49-0_group1,000768-49-0,11.7065
000768-50-3_group1,000768-50-3,12.5648
000768-59-2_group1,000768-59-2,14.2984
000769-57-3_group1,000769-57-3,13.0784
000770-35-4_group1,000770-35-4,16.676133333333336
000770-35-4_group2,000770-35-4,17.065875000000002
000770-35-4_group3,000770-35-4,21.5641
000776-35-2_group1,000776-35-2,20.0701
000777-82-2_group1,000777-82-2,12.6865
000777-95-7_group1,000777-95-7,22.13779090909091
000777-95-7_group2,000777-95-7,25.691233333333333
000777-95-7_group3,000777-95-7,29.551733333333335
000777-95-7_group4,000777-95-7,29.9782
000778-48-3_group1,000778-48-3,17.811
000781-33-9_group1,000781-33-9,21.6741
000781-43-1_group1,000781-43-1,13.9407
000781-73-7_group1,000781-73-7,15.6805
000781-73-7_group2,000781-73-7,20.040266666666668
000782-92-3_group1,000782-92-3,19.0377
000782-92-3_group2,000782-92-3,19.3437
000782-92-3_group3,000782-92-3,19.87529736842105
000782-92-3_group4,000782-92-3,20.396366666666665
000782-92-3_group5,000782-92-3,20.84135
000782-92-3_group6,000782-92-3,21.41975
000782-92-3_group7,000782-92-3,26.4222
000782-92-3_group8,000782-92-3,29.1709
000791-28-6_group1,000791-28-6,45.5554
000813-74-1_group1,000813-74-1,6.9285
000814-78-8_group1,000814-78-8,6.16885
000815-06-5_group1,000815-06-5,4.4627
000815-57-6_group1,000815-57-6,5.155733333333333
000816-79-5_group1,000816-79-5,3.98095
000816-79-5_group2,000816-79-5,6.3884
000816-79-5_group3,000816-79-5,6.9714
000816-79-5_group4,000816-79-5,7.4012
000816-79-5_group5,000816-79-5,8.18945
000818-81-5_group1,000818-81-5,6.6569
000818-92-8_group1,000818-92-8,11.2371
000819-97-6_group1,000819-97-6,15.1035
000819-97-6_group2,000819-97-6,15.41615
000820-54-2_group1,000820-54-2,8.1319
000820-55-3_group1,000820-55-3,13.3607
000821-55-6_group1,000821-55-6,4.3868
000821-55-6_group2,000821-55-6,8.329450000000001
000821-95-4_group1,000821-95-4,6.614225
000821-95-4_group2,000821-95-4,7.4665
000821-95-4_group3,000821-95-4,8.3699
000821-95-4_group4,000821-95-4,9.5002
000821-95-4_group5,000821-95-4,10.5663
000821-95-4_group6,000821-95-4,11.3741
000821-95-4_group7,000821-95-4,15.6584
000822-20-8_group1,000822-20-8,5.1088
000822-20-8_group2,000822-20-8,12.3781
000822-28-6_group1,000822-28-6,9.8885
000822-28-6_group2,000822-28-6,10.5955
000822-28-6_group3,000822-28-6,11.709599999999998
000822-28-6_group4,000822-28-6,16.3646
000822-50-4_group1,000822-50-4,3.956023076923077
000822-50-4_group2,000822-50-4,5.1652
000822-50-4_group3,000822-50-4,7.3112
000822-67-3_group1,000822-67-3,5.2688
000822-67-3_group2,000822-67-3,7.8944
000822-73-1_group1,000822-73-1,27.3698
000822-80-0_group1,000822-80-0,14.29835
000823-76-7_group1,000823-76-7,6.0073
000823-76-7_group2,000823-76-7,6.3504
000824-13-5_group1,000824-13-5,6.7557
000824-22-6_group1,000824-22-6,11.655733333333332
000824-22-6_group2,000824-22-6,11.929
000824-22-6_group3,000824-22-6,14.628466666666668
000824-22-6_group4,000824-22-6,14.8832
000824-22-6_group5,000824-22-6,15.0874
000824-90-8_group1,000824-90-8,11.6689
000824-90-8_group2,000824-90-8,11.9094
000826-54-0_group1,000826-54-0,21.3007
000826-81-3_group1,000826-81-3,13.4695
000827-54-3_group1,000827-54-3,16.372966666666667
000827-54-3_group2,000827-54-3,16.751273684210528
000827-54-3_group3,000827-54-3,21.401
000827-54-3_group4,000827-54-3,21.957
000827-60-1_group1,000827-60-1,18.7617
000828-12-6_group1,000828-12-6,18.536
000829-26-5_group1,000829-26-5,17.91619230769231
000829-26-5_group2,000829-26-5,18.3997
000829-26-5_group3,000829-26-5,18.8358
000829-26-5_group4,000829-26-5,19.233475
000829-26-5_group5,000829-26-5,24.638
000829-26-5_group6,000829-26-5,25.291649999999997
000829-26-5_group7,000829-26-5,26.6906
000830-13-7_group1,000830-13-7,13.2088
000830-13-7_group2,000830-13-7,19.7668
000830-13-7_group3,000830-13-7,24.7786
000831-18-5_group1,000831-18-5,18.2056
000831-83-4_group1,000831-83-4,13.766449999999999
000832-29-1_group1,000832-29-1,13.1829
000832-58-6_group1,000832-58-6,20.8501
000832-89-3_group1,000832-89-3,15.527
000839-41-8_group1,000839-41-8,45.1731
000844-51-9_group1,000844-51-9,42.939
000866-19-3_group1,000866-19-3,2.9353
000868-57-5_group1,000868-57-5,3.7387
000871-41-0_group1,000871-41-0,13.7784
000871-41-0_group2,000871-41-0,14.0808
000871-41-0_group3,000871-41-0,17.439
000871-78-3_group1,000871-78-3,17.1441
000871-78-3_group2,000871-78-3,19.6442
000871-83-0_group1,000871-83-0,4.05345
000871-83-0_group2,000871-83-0,5.4860454545454544
000871-83-0_group3,000871-83-0,6.1758
000871-83-0_group4,000871-83-0,8.8226
000871-84-1_group1,000871-84-1,10.0348
000872-05-9_group1,000872-05-9,4.3498
000872-05-9_group10,000872-05-9,11.485233333333333
000872-05-9_group11,000872-05-9,12.38155
000872-05-9_group12,000872-05-9,14.3701
000872-05-9_group13,000872-05-9,15.0167
000872-05-9_group14,000872-05-9,15.7967125
000872-05-9_group15,000872-05-9,17.1755
000872-05-9_group2,000872-05-9,5.2674
000872-05-9_group3,000872-05-9,5.67675
000872-05-9_group4,000872-05-9,6.271314285714285
000872-05-9_group5,000872-05-9,6.753871428571428
000872-05-9_group6,000872-05-9,8.0809
000872-05-9_group7,000872-05-9,8.4091
000872-05-9_group8,000872-05-9,9.4761
000872-05-9_group9,000872-05-9,9.6809
000872-36-6_group1,000872-36-6,5.743133333333333
000872-36-6_group2,000872-36-6,6.02935
000872-50-4_group1,000872-50-4,6.4966
000872-50-4_group2,000872-50-4,13.520875
000872-55-9_group1,000872-55-9,3.7183
000872-55-9_group2,000872-55-9,20.9309
000872-56-0_group1,000872-56-0,3.9668333333333337
000872-56-0_group2,000872-56-0,4.356
000872-56-0_group3,000872-56-0,4.7403
000872-56-0_group4,000872-56-0,5.18515
000872-56-0_group5,000872-56-0,6.2109
000872-78-6_group1,000872-78-6,11.606875
000872-85-5_group1,000872-85-5,11.973
000873-49-4_group1,000873-49-4,10.3483
000873-49-4_group2,000873-49-4,10.694099999999999
000873-49-4_group3,000873-49-4,13.2678
000873-49-4_group4,000873-49-4,13.5331
000873-76-7_group1,000873-76-7,15.4992
000874-35-1_group1,000874-35-1,11.6262
000874-35-1_group2,000874-35-1,11.929933333333333
000874-35-1_group3,000874-35-1,14.673583333333333
000874-41-9_group1,000874-41-9,10.25355
000874-41-9_group2,000874-41-9,11.857833333333332
000874-41-9_group3,000874-41-9,12.512622222222223
000874-41-9_group4,000874-41-9,13.1827
000874-60-2_group1,000874-60-2,10.1664
000875-59-2_group1,000875-59-2,14.8682
000875-85-4_group1,000875-85-4,19.1988
000876-02-8_group1,000876-02-8,19.2669
000876-20-0_group1,000876-20-0,19.1954
000877-43-0_group1,000877-43-0,18.756466666666668
000877-43-0_group2,000877-43-0,25.414
000877-65-6_group1,000877-65-6,20.0902
000877-65-6_group2,000877-65-6,33.12473333333333
000880-38-6_group1,000880-38-6,25.4541
000883-93-2_group1,000883-93-2,3.9198
000883-93-2_group2,000883-93-2,4.8764
000918-85-4_group1,000918-85-4,15.2739
000921-04-0_group1,000921-04-0,11.0736
000921-47-1_group1,000921-47-1,3.6572111111111116
000921-47-1_group10,000921-47-1,10.3437
000921-47-1_group11,000921-47-1,11.5262
000921-47-1_group2,000921-47-1,4.0057285714285715
000921-47-1_group3,000921-47-1,4.397266666666667
000921-47-1_group4,000921-47-1,4.7943
000921-47-1_group5,000921-47-1,5.693625
000921-47-1_group6,000921-47-1,6.473588888888889
000921-47-1_group7,000921-47-1,8.098740000000001
000921-47-1_group8,000921-47-1,8.8227
000921-47-1_group9,000921-47-1,9.808713636363636
000922-28-1_group1,000922-28-1,4.033799999999999
000922-28-1_group2,000922-28-1,5.0139
000922-28-1_group3,000922-28-1,5.402485714285715
000922-28-1_group4,000922-28-1,9.186
000922-61-2_group1,000922-61-2,19.8418
000922-62-3_group1,000922-62-3,7.4106
000922-62-3_group2,000922-62-3,8.1589
000922-62-3_group3,000922-62-3,10.5262
000922-64-5_group1,000922-64-5,11.9669
000923-26-2_group1,000923-26-2,6.3771
000923-28-4_group1,000923-28-4,9.774000000000001
000924-43-6_group1,000924-43-6,5.4696
000924-50-5_group1,000924-50-5,8.0857
000925-89-3_group1,000925-89-3,13.5131
000926-38-5_group1,000926-38-5,8.7605
000926-39-6_group1,000926-39-6,1.0922
000926-57-8_group1,000926-57-8,15.7659
000926-65-8_group1,000926-65-8,5.9805
000926-82-9_group1,000926-82-9,4.9955
000927-49-1_group1,000927-49-1,11.8739
000927-55-9_group1,000927-55-9,1.7187
000927-55-9_group2,000927-55-9,3.3689
000927-55-9_group3,000927-55-9,3.9283
000928-01-8_group1,000928-01-8,4.0815
000928-49-4_group1,000928-49-4,4.1769
000928-49-4_group2,000928-49-4,4.8797
000928-49-4_group3,000928-49-4,7.2968
000928-49-4_group4,000928-49-4,8.2467
000928-49-4_group5,000928-49-4,9.8829
000928-49-4_group6,000928-49-4,12.86266
000928-49-4_group7,000928-49-4,13.376633333333332
000928-49-4_group8,000928-49-4,13.9563
000928-49-4_group9,000928-49-4,14.6868
000928-68-7_group1,000928-68-7,4.3927
000928-68-7_group2,000928-68-7,16.2254
000928-90-5_group1,000928-90-5,8.2064
000929-06-6_group1,000929-06-6,1.1943
000930-02-9_group1,000930-02-9,3.9888
000930-02-9_group10,000930-02-9,13.095633333333334
000930-02-9_group11,000930-02-9,14.3571
000930-02-9_group12,000930-02-9,16.3094
000930-02-9_group13,000930-02-9,16.9281
000930-02-9_group14,000930-02-9,20.2484
000930-02-9_group15,000930-02-9,28.9466
000930-02-9_group16,000930-02-9,32.4587
000930-02-9_group17,000930-02-9,33.0265
000930-02-9_group18,000930-02-9,41.0331
000930-02-9_group2,000930-02-9,8.21505
000930-02-9_group3,000930-02-9,8.5382
000930-02-9_group4,000930-02-9,8.8517
000930-02-9_group5,000930-02-9,9.9782
