Feature_ID,CAS,Mean_RT
015965-99-8_group1,015965-99-8,10.0023
015971-29-6_group1,015971-29-6,21.9763
015990-45-1_group1,015990-45-1,7.8883
015990-45-1_group2,015990-45-1,8.3533
015990-45-1_group3,015990-45-1,9.5657
015991-78-3_group1,015991-78-3,0.1935
015997-19-0_group1,015997-19-0,12.5941
016017-24-6_group1,016017-24-6,12.9811
016017-24-6_group2,016017-24-6,13.5463
016017-24-6_group3,016017-24-6,15.80665
016032-35-2_group1,016032-35-2,13.6841
016054-12-9_group1,016054-12-9,7.021
016054-12-9_group2,016054-12-9,10.3656
016054-12-9_group3,016054-12-9,11.1379
016054-12-9_group4,016054-12-9,20.6057
016066-10-7_group1,016066-10-7,7.298
016069-36-6_group1,016069-36-6,21.5622
016069-36-6_group2,016069-36-6,24.3469
016069-36-6_group3,016069-36-6,24.9516
016104-50-0_group1,016104-50-0,19.0395
016106-03-9_group1,016106-03-9,14.2912
016106-59-5_group1,016106-59-5,3.6458333333333335
016106-59-5_group2,016106-59-5,5.8529
016165-68-7_group1,016165-68-7,19.0678
016204-57-2_group1,016204-57-2,13.658760000000001
016204-58-3_group1,016204-58-3,13.6305
016204-58-3_group2,016204-58-3,17.2835
016205-87-1_group1,016205-87-1,9.8856
016206-40-9_group1,016206-40-9,14.1478
016208-36-9_group1,016208-36-9,18.3992
016208-36-9_group2,016208-36-9,20.6083
016225-26-6_group1,016225-26-6,37.0642
016225-26-6_group2,016225-26-6,38.0898
016225-26-6_group3,016225-26-6,43.2669
016238-38-3_group1,016238-38-3,21.7817
016238-38-3_group2,016238-38-3,24.3884
016238-38-3_group3,016238-38-3,25.8958
016238-38-3_group4,016238-38-3,46.3398
016269-16-2_group1,016269-16-2,29.5634
016269-73-1_group1,016269-73-1,44.56805
016274-31-0_group1,016274-31-0,3.1279
016281-90-6_group1,016281-90-6,20.0341
016282-16-9_group1,016282-16-9,31.9675
016326-62-8_group1,016326-62-8,24.3645
016327-22-3_group1,016327-22-3,12.2745
016331-46-7_group1,016331-46-7,18.5281
016387-18-1_group1,016387-18-1,8.7261
016387-71-6_group1,016387-71-6,10.4071
016397-65-2_group1,016397-65-2,21.4985
016397-66-3_group1,016397-66-3,21.5072
016412-36-5_group1,016412-36-5,13.3937
016466-21-0_group1,016466-21-0,10.2658
016473-11-3_group1,016473-11-3,28.8196
016489-23-9_group1,016489-23-9,21.134
016489-24-0_group1,016489-24-0,14.3261
016489-32-0_group1,016489-32-0,14.9501
016504-58-8_group1,016504-58-8,10.2923
016507-61-2_group1,016507-61-2,24.8289
016519-68-9_group1,016519-68-9,6.5995
016535-98-1_group1,016535-98-1,19.2175
016539-02-9_group1,016539-02-9,12.3165
016539-02-9_group2,016539-02-9,12.84385
016539-02-9_group3,016539-02-9,14.343399999999999
016539-02-9_group4,016539-02-9,17.9968
016544-26-6_group1,016544-26-6,15.8028
016608-68-7_group1,016608-68-7,13.0793
016608-68-7_group2,016608-68-7,17.00135
016618-72-7_group1,016618-72-7,20.81785
016629-19-9_group1,016629-19-9,12.0261
016630-52-7_group1,016630-52-7,5.1365
016630-52-7_group2,016630-52-7,5.413275
016641-65-9_group1,016641-65-9,20.0811
016641-65-9_group2,016641-65-9,44.0074
016654-45-8_group1,016654-45-8,16.3716
016654-69-6_group1,016654-69-6,10.2079
016654-74-3_group1,016654-74-3,9.9881
016654-74-3_group2,016654-74-3,10.279
016664-33-8_group1,016664-33-8,12.9572
016664-33-8_group2,016664-33-8,13.9611
016695-32-2_group1,016695-32-2,15.8681
016696-87-0_group1,016696-87-0,4.4866
016697-77-1_group1,016697-77-1,18.7669
016728-56-6_group1,016728-56-6,16.5043
016728-56-6_group2,016728-56-6,16.801033333333333
016728-56-6_group3,016728-56-6,20.8123
016742-51-1_group1,016742-51-1,6.7014
016742-51-1_group2,016742-51-1,7.6765
016742-62-4_group1,016742-62-4,18.3911
016746-85-3_group1,016746-85-3,3.3832000000000004
016746-85-3_group2,016746-85-3,6.0711
016746-85-3_group3,016746-85-3,8.35515
016747-26-5_group1,016747-26-5,6.229900000000001
016747-28-7_group1,016747-28-7,4.5258
016747-28-7_group2,016747-28-7,5.4989
016747-31-2_group1,016747-31-2,4.0506
016759-45-8_group1,016759-45-8,25.4533
016766-63-5_group1,016766-63-5,10.2263
016795-73-6_group1,016795-73-6,21.363266666666664
016795-73-6_group2,016795-73-6,21.8375
016795-73-6_group3,016795-73-6,22.3939
016795-73-6_group4,016795-73-6,22.667133333333336
016795-73-6_group5,016795-73-6,23.7896
016795-73-6_group6,016795-73-6,25.087699999999998
016795-73-6_group7,016795-73-6,25.58856666666667
016813-18-6_group1,016813-18-6,6.5914
016813-18-6_group2,016813-18-6,12.35565
016813-18-6_group3,016813-18-6,14.240540000000001
016813-18-6_group4,016813-18-6,20.9178
016813-18-6_group5,016813-18-6,21.8137
016819-79-7_group1,016819-79-7,17.0606
016844-42-1_group1,016844-42-1,16.407
016844-98-7_group1,016844-98-7,6.5707
016850-96-7_group1,016850-96-7,23.6177
016878-14-1_group1,016878-14-1,20.7168
016932-49-3_group1,016932-49-3,21.4372
016958-78-4_group1,016958-78-4,4.0476
016980-85-1_group1,016980-85-1,12.6804
016981-75-2_group1,016981-75-2,13.6172
016981-75-2_group2,016981-75-2,34.568
016983-65-6_group1,016983-65-6,20.9155
017024-17-8_group1,017024-17-8,6.8172
017024-17-8_group2,017024-17-8,13.6577
017024-17-8_group3,017024-17-8,16.6104
017057-82-8_group1,017057-82-8,13.07874
017057-82-8_group2,017057-82-8,16.583575
017066-67-0_group1,017066-67-0,12.45365
017071-52-2_group1,017071-52-2,4.0532
017071-54-4_group1,017071-54-4,4.074999999999999
017071-54-4_group2,017071-54-4,4.5101
017071-54-4_group3,017071-54-4,5.3343
017071-54-4_group4,017071-54-4,8.7573
017071-54-4_group5,017071-54-4,9.9058
017071-54-4_group6,017071-54-4,13.4513
017085-91-5_group1,017085-91-5,23.7703
017092-92-1_group1,017092-92-1,21.4008
017117-16-7_group1,017117-16-7,14.1064
017123-56-7_group1,017123-56-7,10.6082
017151-09-6_group1,017151-09-6,5.304
017151-09-6_group2,017151-09-6,6.6317
017164-77-1_group1,017164-77-1,44.4489
017167-73-6_group1,017167-73-6,4.9819
017167-73-6_group2,017167-73-6,5.211442857142857
017167-73-6_group3,017167-73-6,10.9428
017167-73-6_group4,017167-73-6,11.1956
017184-26-8_group1,017184-26-8,17.1484
017184-26-8_group2,017184-26-8,22.5992
017289-61-1_group1,017289-61-1,12.74272
017289-61-1_group2,017289-61-1,15.8735
017289-61-1_group3,017289-61-1,16.21495
017301-22-3_group1,017301-22-3,5.94105
017301-23-4_group1,017301-23-4,3.983
017301-23-4_group2,017301-23-4,9.8924
017301-23-4_group3,017301-23-4,16.679891666666666
017301-23-4_group4,017301-23-4,17.786169230769232
017301-23-4_group5,017301-23-4,20.6793
017301-24-5_group1,017301-24-5,7.068833333333333
017301-25-6_group1,017301-25-6,6.254099999999999
017301-26-7_group1,017301-26-7,7.4241
017301-27-8_group1,017301-27-8,10.355
017301-28-9_group1,017301-28-9,6.0595
017301-28-9_group2,017301-28-9,8.0055
017301-30-3_group1,017301-30-3,9.824
017301-33-6_group1,017301-33-6,9.6055
017301-94-9_group1,017301-94-9,5.2991
017301-94-9_group2,017301-94-9,5.6305000000000005
017301-94-9_group3,017301-94-9,6.2379
017301-94-9_group4,017301-94-9,6.847
017302-01-1_group1,017302-01-1,6.1092
017302-01-1_group2,017302-01-1,6.5964
017302-01-1_group3,017302-01-1,7.2159875
017302-01-1_group4,017302-01-1,7.8429
017302-01-1_group5,017302-01-1,8.828314285714287
017302-01-1_group6,017302-01-1,9.7338
017302-01-1_group7,017302-01-1,12.3296
017302-23-7_group1,017302-23-7,6.391966666666666
017302-23-7_group2,017302-23-7,7.3337
017302-23-7_group3,017302-23-7,8.9224
017302-23-7_group4,017302-23-7,9.8716
017302-23-7_group5,017302-23-7,10.6404
017302-23-7_group6,017302-23-7,11.58785
017302-23-7_group7,017302-23-7,12.850266666666668
017302-23-7_group8,017302-23-7,20.4121
017302-27-1_group1,017302-27-1,6.2077
017302-27-1_group2,017302-27-1,10.5903
017302-28-2_group1,017302-28-2,6.4110499999999995
017302-28-2_group2,017302-28-2,6.7096
017302-28-2_group3,017302-28-2,7.429
017302-32-8_group1,017302-32-8,6.1118
017302-32-8_group2,017302-32-8,6.4808666666666666
017302-32-8_group3,017302-32-8,6.8238
017302-32-8_group4,017302-32-8,7.2944
017302-32-8_group5,017302-32-8,8.26182
017302-32-8_group6,017302-32-8,8.9085
017302-37-3_group1,017302-37-3,5.8663
017302-37-3_group2,017302-37-3,6.2141
017302-37-3_group3,017302-37-3,7.8494
017312-44-6_group1,017312-44-6,7.0524
017312-44-6_group2,017312-44-6,9.7435
017312-44-6_group3,017312-44-6,10.615
017312-45-7_group1,017312-45-7,6.0677
017312-50-4_group1,017312-50-4,7.7833
017312-50-4_group2,017312-50-4,12.8914
017312-53-7_group1,017312-53-7,6.1095
017312-53-7_group2,017312-53-7,6.833066274509804
017312-53-7_group3,017312-53-7,8.656907692307692
017312-53-7_group4,017312-53-7,9.604570588235294
017312-53-7_group5,017312-53-7,11.950050000000001
017312-53-7_group6,017312-53-7,13.289083333333332
017312-53-7_group7,017312-53-7,14.0154
017312-53-7_group8,017312-53-7,18.8803
017312-53-7_group9,017312-53-7,19.7002
017312-54-8_group1,017312-54-8,6.744158333333334
017312-54-8_group2,017312-54-8,7.216856
017312-54-8_group3,017312-54-8,8.588
017312-54-8_group4,017312-54-8,8.869366666666666
017312-54-8_group5,017312-54-8,9.565985000000001
017312-54-8_group6,017312-54-8,12.3924
017312-54-8_group7,017312-54-8,13.33079090909091
017312-54-8_group8,017312-54-8,13.981440000000001
017312-55-9_group1,017312-55-9,6.8034
017312-55-9_group10,017312-55-9,18.2759
017312-55-9_group11,017312-55-9,20.7761
017312-55-9_group2,017312-55-9,8.087155555555556
017312-55-9_group3,017312-55-9,8.639525
017312-55-9_group4,017312-55-9,8.993569231
017312-55-9_group5,017312-55-9,9.619458620689654
017312-55-9_group6,017312-55-9,10.316576923076923
017312-55-9_group7,017312-55-9,11.16965
017312-55-9_group8,017312-55-9,12.6926
017312-55-9_group9,017312-55-9,15.3999
017312-57-1_group1,017312-57-1,5.5919
017312-57-1_group2,017312-57-1,8.699349999999999
017312-57-1_group3,017312-57-1,9.13085
017312-57-1_group4,017312-57-1,18.3523
017312-60-6_group1,017312-60-6,8.879449999999999
017312-60-6_group2,017312-60-6,17.8831
017312-62-8_group1,017312-62-8,6.4693
017312-62-8_group2,017312-62-8,10.7238
017312-63-9_group1,017312-63-9,6.602833333333333
017312-63-9_group2,017312-63-9,7.13185
017312-63-9_group3,017312-63-9,8.9336125
017312-63-9_group4,017312-63-9,9.601022222222221
017312-63-9_group5,017312-63-9,10.0519
017312-63-9_group6,017312-63-9,12.888
017312-64-0_group1,017312-64-0,5.8698999999999995
017312-68-4_group1,017312-68-4,9.274550000000001
017312-72-0_group1,017312-72-0,8.041450000000001
017312-74-2_group1,017312-74-2,6.6519
017312-74-2_group2,017312-74-2,7.2103399999999995
017312-75-3_group1,017312-75-3,6.59962
017312-75-3_group2,017312-75-3,7.233144444444444
017312-75-3_group3,017312-75-3,8.9227
017312-75-3_group4,017312-75-3,9.53735
017312-77-5_group1,017312-77-5,7.2839
017312-79-7_group1,017312-79-7,6.7836
017312-80-0_group1,017312-80-0,4.2265
017312-80-0_group2,017312-80-0,7.078
017312-80-0_group3,017312-80-0,12.3813
017312-80-0_group4,017312-80-0,16.5103
017312-81-1_group1,017312-81-1,9.4052
017312-82-2_group1,017312-82-2,5.4239
017312-82-2_group2,017312-82-2,6.224550000000001
017312-82-2_group3,017312-82-2,7.1926
017312-82-2_group4,017312-82-2,8.8769
017312-82-2_group5,017312-82-2,16.7356
017312-82-2_group6,017312-82-2,17.8759
017312-82-2_group7,017312-82-2,24.787950000000002
017312-82-2_group8,017312-82-2,29.3303
017312-83-3_group1,017312-83-3,6.6516
017312-83-3_group2,017312-83-3,7.0841
017312-83-3_group3,017312-83-3,9.8933
017321-47-0_group1,017321-47-0,5.7962
017334-55-3_group1,017334-55-3,22.4745
017336-46-8_group1,017336-46-8,7.9627
017344-59-1_group1,017344-59-1,11.839
017344-99-9_group1,017344-99-9,3.2977
017344-99-9_group2,017344-99-9,3.8948
017346-16-6_group1,017346-16-6,8.3959
017348-62-8_group1,017348-62-8,20.0712
017351-24-5_group1,017351-24-5,6.1653
017351-34-7_group1,017351-34-7,12.1037
017351-34-7_group2,017351-34-7,12.57
017351-34-7_group3,017351-34-7,14.3324
017351-34-7_group4,017351-34-7,32.6827
017356-19-3_group1,017356-19-3,17.3736
017367-36-1_group1,017367-36-1,20.7997
017374-18-4_group1,017374-18-4,3.3334333333333332
017374-18-4_group2,017374-18-4,25.3665
017408-66-1_group1,017408-66-1,13.5427
017408-66-1_group2,017408-66-1,13.805466666666666
017408-66-1_group3,017408-66-1,14.319683333333332
017408-66-1_group4,017408-66-1,18.57235
017408-66-1_group5,017408-66-1,31.1011
017414-15-2_group1,017414-15-2,13.623349999999999
017414-27-6_group1,017414-27-6,13.595
017420-03-0_group1,017420-03-0,13.1119
017420-30-3_group1,017420-30-3,21.3071
017429-00-4_group1,017429-00-4,2.938
017429-02-6_group1,017429-02-6,11.7057
017429-02-6_group2,017429-02-6,12.9766
017429-32-2_group1,017429-32-2,12.7779
017429-35-5_group1,017429-35-5,18.3346
017429-42-4_group1,017429-42-4,10.9489
017430-98-7_group1,017430-98-7,0.879225
017430-98-7_group2,017430-98-7,3.9842999999999997
017432-80-3_group1,017432-80-3,48.3075
017435-72-2_group1,017435-72-2,18.8717
017450-32-7_group1,017450-32-7,10.2376
017450-32-7_group2,017450-32-7,11.2175
017453-93-9_group1,017453-93-9,7.2394
017453-93-9_group2,017453-93-9,20.6632
017454-48-7_group1,017454-48-7,14.0772
017454-48-7_group10,017454-48-7,24.6207
017454-48-7_group11,017454-48-7,25.2818
017454-48-7_group12,017454-48-7,28.271
017454-48-7_group13,017454-48-7,29.56413
017454-48-7_group14,017454-48-7,30.3571
017454-48-7_group15,017454-48-7,30.6179
017454-48-7_group16,017454-48-7,30.8936
017454-48-7_group17,017454-48-7,31.191700000000004
017454-48-7_group18,017454-48-7,31.82303333333333
017454-48-7_group19,017454-48-7,32.89350909090909
017454-48-7_group2,017454-48-7,14.9483
017454-48-7_group20,017454-48-7,33.6756
017454-48-7_group21,017454-48-7,34.478678260869565
017454-48-7_group22,017454-48-7,35.70913
017454-48-7_group23,017454-48-7,36.368625
017454-48-7_group24,017454-48-7,37.09831111111111
017454-48-7_group25,017454-48-7,37.841907142857146
017454-48-7_group26,017454-48-7,39.3102
017454-48-7_group27,017454-48-7,39.74002
017454-48-7_group3,017454-48-7,16.1306
017454-48-7_group4,017454-48-7,16.87375
017454-48-7_group5,017454-48-7,20.0133
017454-48-7_group6,017454-48-7,20.6867
017454-48-7_group7,017454-48-7,21.7092
017454-48-7_group8,017454-48-7,22.0268
017454-48-7_group9,017454-48-7,22.5587
017455-13-9_group1,017455-13-9,3.1271
017455-13-9_group10,017455-13-9,21.66798
017455-13-9_group11,017455-13-9,22.36594285714286
017455-13-9_group12,017455-13-9,22.8561
017455-13-9_group13,017455-13-9,23.458233333333336
017455-13-9_group14,017455-13-9,24.04225
017455-13-9_group15,017455-13-9,25.341783333333336
017455-13-9_group16,017455-13-9,29.0018
017455-13-9_group17,017455-13-9,29.4979
017455-13-9_group18,017455-13-9,30.256633333333337
017455-13-9_group19,017455-13-9,30.9399875
017455-13-9_group2,017455-13-9,14.207799999999999
017455-13-9_group20,017455-13-9,31.592583333333334
017455-13-9_group21,017455-13-9,33.67081904761905
017455-13-9_group22,017455-13-9,37.53815324675325
017455-13-9_group3,017455-13-9,17.1038
017455-13-9_group4,017455-13-9,18.2864
017455-13-9_group5,017455-13-9,18.72883333333333
017455-13-9_group6,017455-13-9,19.4019
017455-13-9_group7,017455-13-9,19.7347
017455-13-9_group8,017455-13-9,19.9805
017455-13-9_group9,017455-13-9,20.866
017455-23-1_group1,017455-23-1,24.7648
017486-13-4_group1,017486-13-4,8.762
017507-24-3_group1,017507-24-3,14.9312
017521-49-2_group1,017521-49-2,6.5567
017539-50-3_group1,017539-50-3,17.2677
017539-50-3_group2,017539-50-3,17.4871
017540-75-9_group1,017540-75-9,27.974842857142857
017582-52-4_group1,017582-52-4,12.5267
017582-52-4_group2,017582-52-4,13.0062
017582-52-4_group3,017582-52-4,13.919
017596-96-2_group1,017596-96-2,10.0045
017603-76-8_group1,017603-76-8,14.299725
017603-76-8_group2,017603-76-8,14.5451
017609-31-3_group1,017609-31-3,12.0417
017612-35-0_group1,017612-35-0,10.0212
017615-91-7_group1,017615-91-7,4.7169
017615-91-7_group2,017615-91-7,9.9378
017619-97-5_group1,017619-97-5,15.7307
017634-51-4_group1,017634-51-4,8.6849
017635-45-9_group1,017635-45-9,17.3005
017639-74-6_group1,017639-74-6,3.7016
017642-77-2_group1,017642-77-2,15.967288235294117
017670-86-9_group1,017670-86-9,20.6125
017675-99-9_group1,017675-99-9,22.4199
017675-99-9_group2,017675-99-9,23.5972
017679-92-4_group1,017679-92-4,14.092
017679-92-4_group2,017679-92-4,16.1847
017679-92-4_group3,017679-92-4,17.00545
017679-92-4_group4,017679-92-4,17.890461904761906
017679-92-4_group5,017679-92-4,19.0855
017679-92-4_group6,017679-92-4,19.4138
017679-92-4_group7,017679-92-4,20.35614
017679-92-4_group8,017679-92-4,20.6764
017679-92-4_group9,017679-92-4,20.977
017699-16-0_group1,017699-16-0,11.8364
017699-16-0_group2,017699-16-0,13.2612
017721-95-8_group1,017721-95-8,6.5979
017725-81-4_group1,017725-81-4,13.1742
017725-81-4_group2,017725-81-4,18.7717
017799-46-1_group1,017799-46-1,7.115
017820-13-2_group1,017820-13-2,8.436
017840-26-5_group1,017840-26-5,20.0714
017841-46-2_group1,017841-46-2,16.94975
017851-27-3_group1,017851-27-3,11.8518
017851-27-3_group2,017851-27-3,12.1835
017851-27-3_group3,017851-27-3,12.4306
017851-27-3_group4,017851-27-3,13.194283333333333
017851-27-3_group5,017851-27-3,14.97635
017851-27-3_group6,017851-27-3,15.4652
017851-27-3_group7,017851-27-3,15.710083333333335
017851-53-5_group1,017851-53-5,35.1394
017851-53-5_group2,017851-53-5,38.9787
017854-46-5_group1,017854-46-5,15.6326
017854-46-5_group2,017854-46-5,17.0026
017862-85-0_group1,017862-85-0,0.1812
017877-42-8_group1,017877-42-8,20.0628
017878-39-6_group1,017878-39-6,9.2182
017906-15-9_group1,017906-15-9,15.3552
017928-28-8_group1,017928-28-8,4.6984
017928-28-8_group2,017928-28-8,5.3342
017928-28-8_group3,017928-28-8,6.2158
017928-28-8_group4,017928-28-8,8.35615
017928-28-8_group5,017928-28-8,9.174614285714286
017952-11-3_group1,017952-11-3,13.8479
017954-28-8_group1,017954-28-8,18.4738
017974-57-1_group1,017974-57-1,24.2766
017975-46-1_group1,017975-46-1,18.8162
017983-22-1_group1,017983-22-1,6.99095
017983-22-1_group2,017983-22-1,10.5696
017983-22-1_group3,017983-22-1,12.6601
017986-97-9_group1,017986-97-9,12.2419
018001-18-8_group1,018001-18-8,24.1965
018001-62-2_group1,018001-62-2,11.702
018030-67-6_group1,018030-67-6,10.742836363636364
018030-67-6_group2,018030-67-6,13.231900000000001
018108-55-9_group1,018108-55-9,16.0876
018108-72-0_group1,018108-72-0,17.298
018113-81-0_group1,018113-81-0,7.9318
018121-17-0_group1,018121-17-0,14.515
018127-01-0_group1,018127-01-0,10.978950000000001
018138-03-9_group1,018138-03-9,16.9906
018138-03-9_group2,018138-03-9,22.9721
018163-06-9_group1,018163-06-9,10.3568
018163-06-9_group2,018163-06-9,13.7285
018163-34-3_group1,018163-34-3,26.7349
018172-67-3_group1,018172-67-3,7.54575
018172-67-3_group2,018172-67-3,9.2159
018173-74-5_group1,018173-74-5,3.1748
018173-74-5_group2,018173-74-5,14.5982
018204-84-7_group1,018204-84-7,24.8537
018206-97-8_group1,018206-97-8,13.331475000000001
018206-97-8_group2,018206-97-8,22.6698
018217-81-7_group1,018217-81-7,17.6987
018240-50-1_group1,018240-50-1,15.9384
018245-28-8_group1,018245-28-8,16.0497
018246-52-1_group1,018246-52-1,20.0193
018252-44-3_group1,018252-44-3,11.1538
018258-55-4_group1,018258-55-4,38.1609
018277-85-5_group1,018277-85-5,15.735899999999999
018292-17-6_group1,018292-17-6,13.85255
018292-29-0_group1,018292-29-0,15.181899999999999
018294-04-7_group1,018294-04-7,9.080178378378378
018294-04-7_group2,018294-04-7,10.1174
018294-04-7_group3,018294-04-7,11.38917
018294-04-7_group4,018294-04-7,12.029257142857144
018294-04-7_group5,018294-04-7,20.1111
018294-04-7_group6,018294-04-7,21.9858
018294-04-7_group7,018294-04-7,22.2658
018294-93-4_group1,018294-93-4,20.5479
018300-91-9_group1,018300-91-9,11.88765
018319-27-2_group1,018319-27-2,12.2463
018319-27-2_group2,018319-27-2,14.1712
018319-27-2_group3,018319-27-2,14.6363
018319-27-2_group4,018319-27-2,15.5678
018319-27-2_group5,018319-27-2,15.8081
018319-31-8_group1,018319-31-8,14.0183
018319-31-8_group2,018319-31-8,33.9934
018319-31-8_group3,018319-31-8,37.0722
018344-37-1_group1,018344-37-1,7.916366666666666
018344-37-1_group2,018344-37-1,9.73705
018344-37-1_group3,018344-37-1,10.001833333333332
018344-37-1_group4,018344-37-1,12.378
018362-36-2_group1,018362-36-2,13.6702
018362-97-5_group1,018362-97-5,19.7861
018368-95-1_group1,018368-95-1,8.807
018368-95-1_group2,018368-95-1,11.0193
018368-95-1_group3,018368-95-1,14.8687
018368-95-1_group4,018368-95-1,18.43
018374-76-0_group1,018374-76-0,15.6244
018374-76-0_group2,018374-76-0,16.1428
018374-83-9_group1,018374-83-9,13.0085
018374-83-9_group2,018374-83-9,13.57702
018374-83-9_group3,018374-83-9,14.3443
018374-83-9_group4,018374-83-9,17.8356
018374-83-9_group5,018374-83-9,18.6651
018374-83-9_group6,018374-83-9,34.0452
018374-83-9_group7,018374-83-9,34.443
018402-90-9_group1,018402-90-9,10.887599999999999
018412-68-5_group1,018412-68-5,21.0799
018419-09-5_group1,018419-09-5,15.7691
018435-22-8_group1,018435-22-8,10.6299
018435-22-8_group2,018435-22-8,11.116633333333333
018435-22-8_group3,018435-22-8,11.8713
018435-22-8_group4,018435-22-8,23.770516666666666
018435-45-5_group1,018435-45-5,3.1439
018435-45-5_group10,018435-45-5,14.64690625
018435-45-5_group11,018435-45-5,15.2626
018435-45-5_group12,018435-45-5,16.0834
018435-45-5_group13,018435-45-5,16.3278
018435-45-5_group14,018435-45-5,17.718614285714285
018435-45-5_group15,018435-45-5,18.1784
018435-45-5_group16,018435-45-5,18.48695
018435-45-5_group17,018435-45-5,18.952260000000003
018435-45-5_group18,018435-45-5,20.0274
018435-45-5_group19,018435-45-5,20.3039
018435-45-5_group2,018435-45-5,6.5028
018435-45-5_group20,018435-45-5,20.5213
018435-45-5_group21,018435-45-5,21.03696
018435-45-5_group22,018435-45-5,23.8353
018435-45-5_group23,018435-45-5,24.69995
018435-45-5_group24,018435-45-5,25.89395
018435-45-5_group25,018435-45-5,26.586675
018435-45-5_group26,018435-45-5,27.0221
018435-45-5_group27,018435-45-5,27.4386
018435-45-5_group28,018435-45-5,28.14633333333333
018435-45-5_group29,018435-45-5,28.4781
018435-45-5_group3,018435-45-5,9.3452
018435-45-5_group30,018435-45-5,28.9899
018435-45-5_group31,018435-45-5,29.669066666666666
018435-45-5_group32,018435-45-5,30.45275
018435-45-5_group33,018435-45-5,31.0697125
018435-45-5_group34,018435-45-5,31.8949
018435-45-5_group35,018435-45-5,32.1914
018435-45-5_group36,018435-45-5,32.79343333333333
018435-45-5_group37,018435-45-5,33.3264
018435-45-5_group38,018435-45-5,33.93848571428571
018435-45-5_group39,018435-45-5,34.4314
018435-45-5_group4,018435-45-5,10.0081
018435-45-5_group40,018435-45-5,35.0475
018435-45-5_group41,018435-45-5,35.5793
018435-45-5_group42,018435-45-5,36.342000000000006
018435-45-5_group43,018435-45-5,36.893
018435-45-5_group44,018435-45-5,37.185300000000005
018435-45-5_group45,018435-45-5,37.705749999999995
018435-45-5_group46,018435-45-5,38.5906
018435-45-5_group47,018435-45-5,39.5808
018435-45-5_group48,018435-45-5,40.0445
018435-45-5_group49,018435-45-5,40.9174
018435-45-5_group5,018435-45-5,11.1596
018435-45-5_group50,018435-45-5,41.3487
018435-45-5_group51,018435-45-5,41.7085
018435-45-5_group52,018435-45-5,43.36026666666667
018435-45-5_group53,018435-45-5,44.1142
018435-45-5_group54,018435-45-5,44.4357
018435-45-5_group55,018435-45-5,49.0475
018435-45-5_group6,018435-45-5,11.6819
018435-45-5_group7,018435-45-5,12.704975
018435-45-5_group8,018435-45-5,13.042
018435-45-5_group9,018435-45-5,13.70289677419355
018436-89-0_group1,018436-89-0,40.8492
018450-74-3_group1,018450-74-3,7.246
018457-04-0_group1,018457-04-0,9.4171
018457-04-0_group2,018457-04-0,16.2308
018479-58-8_group1,018479-58-8,11.1621
018479-59-9_group1,018479-59-9,10.2781
018479-68-0_group1,018479-68-0,19.3652
018479-68-0_group2,018479-68-0,19.7285
018479-68-0_group3,018479-68-0,24.8863
018521-07-8_group1,018521-07-8,13.6314
018524-86-2_group1,018524-86-2,15.5325
018538-53-9_group1,018538-53-9,15.7303
018538-53-9_group2,018538-53-9,19.9944
018588-49-3_group1,018588-49-3,29.7382
018631-83-9_group1,018631-83-9,1.3412
018631-83-9_group2,018631-83-9,3.606045238095238
018631-83-9_group3,018631-83-9,6.0535
018633-25-5_group1,018633-25-5,12.6180625
018633-25-5_group2,018633-25-5,13.7933
018633-25-5_group3,018633-25-5,15.5391
018633-25-5_group4,018633-25-5,18.1963
018636-65-2_group1,018636-65-2,13.1693
018636-65-2_group2,018636-65-2,17.1454
018636-89-0_group1,018636-89-0,11.3027
018636-89-0_group2,018636-89-0,18.0657
018641-73-1_group1,018641-73-1,9.6969
018675-24-6_group1,018675-24-6,4.1363
018675-24-6_group2,018675-24-6,6.6143
018675-33-7_group1,018675-33-7,8.6302
018707-60-3_group1,018707-60-3,6.4207
018720-66-6_group1,018720-66-6,6.4338
018720-85-9_group1,018720-85-9,19.02
018729-48-1_group1,018729-48-1,6.0062
018787-66-1_group1,018787-66-1,11.6866
018794-26-8_group1,018794-26-8,15.0032
018829-55-5_group1,018829-55-5,5.5448
018829-55-5_group2,018829-55-5,9.7562
018829-56-6_group1,018829-56-6,7.3837
018829-56-6_group2,018829-56-6,15.6415
018835-32-0_group1,018835-32-0,6.9096
018835-33-1_group1,018835-33-1,9.97855
018835-33-1_group10,018835-33-1,30.0236
018835-33-1_group11,018835-33-1,33.1874
018835-33-1_group2,018835-33-1,11.9613
018835-33-1_group3,018835-33-1,13.67035
018835-33-1_group4,018835-33-1,16.9237
018835-33-1_group5,018835-33-1,22.6602
018835-33-1_group6,018835-33-1,23.1272
018835-33-1_group7,018835-33-1,24.223933333333335
018835-33-1_group8,018835-33-1,26.762549999999997
018835-33-1_group9,018835-33-1,28.8376
018835-35-3_group1,018835-35-3,8.7157
018835-35-3_group2,018835-35-3,9.7928
018835-35-3_group3,018835-35-3,12.2152
018835-35-3_group4,018835-35-3,12.8052
018835-35-3_group5,018835-35-3,13.4831
018835-35-3_group6,018835-35-3,14.1817
018835-35-3_group7,018835-35-3,24.7262
018857-03-9_group1,018857-03-9,6.4403
018857-03-9_group2,018857-03-9,9.7694
018857-03-9_group3,018857-03-9,12.9317
018864-76-1_group1,018864-76-1,31.9632
018880-00-7_group1,018880-00-7,31.5644
